Janet Jackson,Nasty,1986,0.03571231664626774
Garbage,Milk,1996,0.019597297539561433
Radiohead,Fake Plastic Trees,1995,0.04657351154905655
Cat Stevens,Miles From Nowhere,1971,0.003348928884039975
Sheena Easton,Just Another Broken Heart,1981,0.006881532466425317
Diana Ross & The Supremes,Reflections,1967,0.03242116209258563
The O'Jays,Lonely Drifter,1963,0.003638277135995882
Bobby Vee,The Night Has A Thousand Eyes,1963,0.022461811366645282
Mark Medlock & Dieter Bohlen,Unbelievable,2007,0.006599724805672136
Chris Rea,Stainsby Girls,1985,0.004490433970630515
Natasha Bedingfield,Unwritten,2005,0.0687987337562808
Peetie Wheatstraw,Working On The Project,1937,0.0076699384183418476
The Human League,The Sound Of The Crowd,1981,0.008827618741731456
Marilyn Manson,The Fight Song,2001,0.012817993908255809
Fats Waller,I've Got A Feeling I'm Falling,1929,0.010205600823841114
Robert Palmer,I Didn't Mean To Turn You On,1986,0.022064786290594312
The Who,I Can't Explain,1965,0.017957667003746135
Black Box,Everybody Everybody,1990,0.0422424035940595
Eddy Arnold,Kentucky Waltz,1951,0.005796888984806618
Lenny Kravitz,California,2004,0.01402376581715258
The Prodigy,Warrior's Dance,2009,0.009075621960236471
Neil Sedaka,You Mean Everything To Me,1960,0.020334184627309543
Savage Garden,The Best Thing,2001,0.0057175668500712715
Macy Gray,Sexual Revolution,2001,0.01166214585264956
The Honeycombs,Have I The Right,1964,0.04716382337907003
Daphne,Change,1995,0.0061129047748601
Aimee Mann,Beautiful,2005,0.007369206214272878
Bee Gees,The Singer Sang His Song,1968,0.015834982446588243
Barry White,What Am I Gonna Do With You,1975,0.026078038269664726
Cheap Trick,Heaven Tonight,1979,0.0037854445080738298
Tears For Fears,Mad World,1983,0.024819671036355736
